claim_id;Event_type;Period_EvCl;Period_StEv;Policy_agent_cat;Owner_type;FLAG_Owner_bl;Insurer_type;FLAG_Insurer_bl;Policy_KBM;Policy_KS;Policy_KT;Policy_KVS;FLAG_Policy_KO;FLAG_Policy_KP;FLAG_Policy_KPR;FLAG_Policy_type;VEH_age;VEH_aim_use;VEH_capacity_type;VEH_model;VEH_type_name;FLAG_bad_region;FLAG_dsago;FLAG_prolong;Owner_region;Sales_channel;Policy_loss_count;Damage_count;bad;Claim_type;FLAG_trial
5612/PVU/00125/17;ПВУ СП;20;124;0,090435532696908;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,7;1;0;1;0;0;17;Личные;6;TOYOTA MARKII;Легковой;0;0;1;Новосибирская область;Агенты и РБ;0;1;1;0;1
6692/PVU/00038/17;ПВУ СП;7;131;0,029257058593802;Физическое Лицо;0;Физическое Лицо;0;0,95;1;0,6;1;0;1;0;0;2;Личные;5;TOYOTA COROLLA;Легковой;0;0;0;Забайкальский край;Агенты и РБ;0;1;0;0;0
0730/PVU/00151/17;ПВУ СП;20;100;0,072468584520341;Физическое Лицо;0;Физическое Лицо;0;1;1;2;1;0;1;0;1;1;Личные;6;MERCEDES-BENZ ML 400;Легковой;0;0;0;Москва;Агенты и РБ;0;1;0;0;1
0730/PVU/00152/17;ПВУ СП;9;111;0,072468584520341;Физическое Лицо;0;Физическое Лицо;0;1;1;2;1;0;1;0;1;1;Личные;6;MERCEDES-BENZ ML 400;Легковой;0;0;0;Москва;Агенты и РБ;0;1;0;0;1
0730/PVU/00153/17;ПВУ СП;8;112;0,072468584520341;Физическое Лицо;0;Физическое Лицо;0;1;1;2;1;0;1;0;1;1;Личные;6;MERCEDES-BENZ ML 400;Легковой;0;0;0;Москва;Агенты и РБ;0;1;0;0;0
8192/PVU/00036/17;ПВУ СП;18;81;0,11262269558708;Физическое Лицо;0;Физическое Лицо;0;1;1;1,7;1,7;0;0;0;0;11;Личные;6;TOYOTA CROWN;Легковой;0;0;0;;Фронт-офис;0;1;1;0;0
4792/PVU/00033/17;ПВУ СП;0;99;0,092875592947522;Физическое Лицо;0;Физическое Лицо;0;0,9;1;0,8;1;0;1;0;0;6;Личные;3;RENAULT SR;Легковой;0;0;0;Удмуртская Республика;Фронт-офис;0;1;0;0;1
0890/PVU/00268/17;ПВУ СП;20;87;0,067509343029661;Физическое Лицо;0;Физическое Лицо;0;1;1;1,7;1;1;1;0;0;9;Личные;6;MERCEDES-BENZ ML 500;Легковой;0;1;0;Московская область;Агенты и РБ;0;1;0;0;0
4792/133/00048/17;Классика;52;40;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,6;1;0;1;0;1;2;Личные;4;NISSAN ALMERA;Легковой;0;0;1;Удмуртская Республика;Прочие;0;2;0;0;0
5641/PVU/00081/17;ПВУ СП;9;76;0,34054121091213;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,7;1;0;1;0;0;14;Личные;6;TOYOTA CALDINA;Легковой;0;0;0;Новосибирская область;Агенты и РБ;0;1;0;0;0
Z692/133/02266/17;Классика;32;72;0,10173958364966;Физическое Лицо;0;Физическое Лицо;0;1;1;1,3;1;1;1;0;0;33;Личные;3;ВАЗ 2107;Легковой;1;0;0;Волгоградская область;Агенты и РБ;0;1;1;0;0
3692/PVU/00061/17;ПВУ СП;35;55;0,025859869200486;Физическое Лицо;0;Физическое Лицо;0;1;1;1;1;1;1;0;0;11;Личные;3;RENAULT CLIO;Легковой;1;0;0;Краснодарский край;Агенты и РБ;1;1;1;2;0
4392/PVU/00215/17;ПВУ СП;2;69;0,098133613805388;Физическое Лицо;0;Физическое Лицо;0;1;1;1,8;1;0;1;0;0;4;Личные;5;CHEVROLET CRUZE;Легковой;0;0;0;Свердловская область;Агенты и РБ;0;1;0;0;1
4392/PVU/00216/17;ПВУ СП;12;56;0,028284952090221;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,8;1;0;1;0;0;3;Личные;6;VOLKSWAGEN TOUAREG;Легковой;0;0;1;Свердловская область;Агенты и РБ;0;1;0;0;0
8191/PVU/00012/17;ПВУ СП;56;10;0,097203130674791;Юридическое Лицо;0;Юридическое Лицо;0;0,85;1;1,4;1;1;1;1;0;5;Личные;7;ДРУГОЕ ТС ДРУГОЕ ТС ГРУЗОВОЙ;Грузовой более 16;1;0;0;Челябинская область;Собственные продажи;0;1;0;0;0
4392/PVU/00227/17;ПВУ СП;1;58;0,060915193201595;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,8;1;0;1;0;1;4;Личные;6;TOYOTA LAND CRUISER PRADO;Легковой;0;0;1;Свердловская область;Автодилеры;0;1;0;0;0
3692/133/00117/17;Классика;35;21;0,025859869200486;Физическое Лицо;0;Физическое Лицо;0;1;1;1;1;1;1;0;0;5;Личные;4;VOLKSWAGEN POLO;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;1;0;0;1
4292/PVU/00023/17;ПВУ СП;26;21;0,11236312447092;Физическое Лицо;0;Физическое Лицо;0;1;1;1,5;1;1;1;0;0;6;Личные;6;HONDA ACCORD;Легковой;0;0;0;Воронежская область;Фронт-офис;0;1;0;1;0
5612/133/00147/17;Классика;44;7;0,13493541202686;Физическое Лицо;0;Физическое Лицо;0;0,85;0,7;1,7;1;0;1;0;1;14;Личные;4;TOYOTA CALDINA;Легковой;0;0;1;Новосибирская область;Агенты и РБ;0;1;0;0;0
7806/PVU/00036/17;ПВУ СП;13;48;0,047708437377268;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,8;1;0;1;0;1;4;Личные;6;TOYOTA CAMRY;Легковой;0;0;0;Город Санкт-Петербург;Агенты и РБ;0;1;0;1;1
6692/PVU/00040/17;ПВУ СП;22;19;0,029257058593802;Физическое Лицо;0;Физическое Лицо;0;0,95;1;0,6;1;0;1;0;0;15;Личные;4;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Забайкальский край;Агенты и РБ;0;1;0;0;0
4932/PVU/00024/17;ПВУ СП;32;3;0,12020658523346;Физическое Лицо;0;Физическое Лицо;0;0,9;1;2;1;0;1;0;0;1;Личные;5;CITROEN C4;Легковой;1;0;0;Республика Татарстан (Татарстан);Агенты и РБ;0;1;1;0;1
8792/PVU/00006/17;ПВУ СП;16;27;0,28478096232929;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,8;1;0;1;0;1;10;Личные;6;SUBARU FORESTER;Легковой;0;0;0;Красноярский край;Автодилеры;1;1;0;0;0
9592/PVU/00032/17;ПВУ СП;20;3;0,03945641134544;Физическое Лицо;0;Физическое Лицо;0;0,95;1;0,7;1;0;1;0;0;9;Личные;4;HYUNDAI ACCENT;Легковой;0;0;0;Республика Дагестан;Агенты и РБ;1;1;0;0;0
6692/133/00090/17;Классика;9;21;0,029257058593802;Физическое Лицо;0;Физическое Лицо;0;0,85;1;0,7;1;0;1;0;0;8;Личные;5;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Забайкальский край;Агенты и РБ;0;1;0;0;0
Z692/PVU/00072/17;ПВУ СП;10;13;0,19875296422633;Физическое Лицо;0;Физическое Лицо;0;1;1;0,7;1;0;1;0;0;13;Личные;6;MERCEDES-BENZ S-KLASSE;Легковой;1;0;0;Волгоградская область;Агенты и РБ;0;1;1;2;1
8023/PVU/00029/17;ПВУ СП;1;8;0,031025197355871;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1;1;0;1;0;0;5;Личные;5;TOYOTA COROLLA;Легковой;1;0;0;Ростовская область;Агенты и РБ;0;1;0;0;0
2141/133/00160/17;Классика;3;5;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,6;1;0,8;1;0;1;0;0;9;Личные;5;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ (BE);Легковой;0;0;0;Астраханская область;Прочие;0;1;0;0;0
0345/PVU/00071/17;ПВУ СП;10;28;0,10732236070973;Юридическое Лицо;0;Юридическое Лицо;0;1;1;1,6;1;1;1;0;0;1;Прочие;6;LEXUS NX;Легковой;0;0;0;Удмуртская Республика;Лизинг;0;1;0;0;0
6692/PVU/00063/17;ПВУ СП;33;344;0,044729859074548;Физическое Лицо;0;Физическое Лицо;0;0,95;1;0,7;1;0;1;0;0;16;Личные;2;TOYOTA PLATZ;Легковой;0;0;0;Забайкальский край;Фронт-офис;0;1;0;0;0
3792/PVU/00054/17;ПВУ СП;3;365;0,063602607279573;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,4;1;0;1;0;0;4;Личные;4;VOLKSWAGEN JETTA;Легковой;0;0;0;Астраханская область;Фронт-офис;0;1;0;0;0
5592/PVU/00001/17;ПВУ СП;25;359;;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,8;1;0;1;0;0;13;Личные;6;TOYOTA MARKII;Легковой;0;0;0;Ханты-Мансийский автономный округ - Югра;Агенты и РБ;0;1;0;0;0
6192/PVU/00134/17;ПВУ СП;13;362;0,13631839457693;Физическое Лицо;0;Физическое Лицо;0;0,65;1;2;1;0;1;0;0;8;Личные;6;SUBARU OUTBACK;Легковой;0;0;1;Пермская область;Агенты и РБ;0;1;0;0;0
6592/PVU/00144/17;ПВУ СП;22;354;0,089141163926216;Физическое Лицо;0;Физическое Лицо;0;1,4;1;1,6;1;0;1;0;0;7;Личные;6;VOLVO XC60;Легковой;0;0;0;Самарская область;Автодилеры;0;1;0;0;1
5612/133/00183/17;Классика;12;364;0,089052144592178;Юридическое Лицо;0;Юридическое Лицо;0;0,95;1;1,7;1;1;1;0;0;11;Личные;4;TOYOTA PROBOX;Легковой;0;0;0;Новосибирская область;Агенты и РБ;0;1;0;0;0
4301/PVU/00022/17;ПВУ СП;6;366;0,032128307637096;Физическое Лицо;0;Физическое Лицо;0;0,6;1;1;1;0;1;0;0;4;Личные;6;AUDI A4;Легковой;0;0;0;Свердловская область;Автодилеры;0;1;0;0;0
7592/PVU/00205/17;ПВУ СП;5;358;0,066350165960856;Физическое Лицо;0;Физическое Лицо;0;0,65;1;2;1;0;1;0;0;3;Личные;5;HYUNDAI SOLARIS;Легковой;0;0;0;Тюменская область;Автодилеры;0;1;0;0;0
0383/133/00123/17;Классика;13;349;0,062798069772965;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,3;1;0;1;0;1;12;Личные;7;ДРУГОЕ ТС ДРУГОЕ ТС АВТОБУСЫ;Автобус более 16;1;0;1;Волгоградская область;Агенты и РБ;0;1;1;0;1
6692/133/00122/17;Классика;3;344;0,029257058593802;Физическое Лицо;0;Физическое Лицо;0;0,9;1;0,6;1;0;1;0;0;29;Личные;5;TOYOTA IPSUM;Легковой;0;0;1;Забайкальский край;Агенты и РБ;0;1;0;0;0
8023/133/00091/17;Классика;7;342;;Физическое Лицо;0;Физическое Лицо;0;1;1;0,8;1;0;1;0;0;14;Личные;3;ВАЗ 21103;Легковой;1;0;0;Ростовская область;Агенты и РБ;1;1;1;0;1
4292/PVU/00051/17;ПВУ СП;7;331;0,11236312447092;Физическое Лицо;0;Физическое Лицо;0;1;1;0,8;1;1;1;0;0;2;Личные;6;JAGUAR XF;Легковой;0;0;0;Воронежская область;Фронт-офис;0;1;0;0;0
4191/PVU/00011/17;ПВУ СП;2;347;0,064789230192891;Юридическое Лицо;0;Юридическое Лицо;0;1;1;1,3;1;1;1;0;0;1;Личные;6;MERCEDES-BENZ CLS 350;Легковой;1;0;0;Волгоградская область;Собственные продажи;0;1;0;0;0
4191/PVU/00012/17;ПВУ СП;2;347;0,064789230192891;Юридическое Лицо;0;Юридическое Лицо;0;1;1;1,3;1;1;1;0;0;1;Личные;6;MERCEDES-BENZ CLS 350;Легковой;1;0;0;Волгоградская область;Собственные продажи;0;1;0;0;0
9592/PVU/00054/17;ПВУ СП;48;288;0,03945641134544;Физическое Лицо;0;Физическое Лицо;0;0,95;1;0,6;1;0;1;0;0;7;Личные;6;HYUNDAI SONATA;Легковой;0;0;0;Республика Дагестан;Агенты и РБ;0;1;0;2;0
7592/133/00320/17;Классика;6;309;0,072421818498163;Юридическое Лицо;0;Юридическое Лицо;0;0,95;1;2;1;1;1;0;0;5;Личные;3;PEUGEOT PARTNER;Легковой;0;0;1;Тюменская область;Агенты и РБ;0;2;0;0;1
5649/PVU/00044/17;ПВУ СП;9;299;0,12070458650879;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,7;1;0;1;0;1;16;Личные;3;MAZDA DEMIO;Легковой;0;0;0;Новосибирская область;Агенты и РБ;0;1;0;0;0
3692/133/00190/17;Классика;35;268;0,027671858596482;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1;1;0;1;0;0;24;Личные;3;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;1;0;0;0
5610/133/00082/17;Классика;32;276;;Физическое Лицо;0;Физическое Лицо;0;0,6;1;1,7;1;0;1;0;0;7;Личные;6;LEXUS RX;Легковой;0;0;1;Новосибирская область;Агенты и РБ;0;1;0;0;0
0802/133/00103/17;Классика;25;285;0,099897849766705;Физическое Лицо;0;Физическое Лицо;0;0,95;1;2;1;0;1;0;0;6;Личные;6;MITSUBISHI PAJERO SPORT;Легковой;0;0;0;Москва;Агенты и РБ;0;1;0;0;0
6692/PVU/00061/17;ПВУ СП;10;273;0,044729859074548;Физическое Лицо;0;Физическое Лицо;0;1;1;0,7;1;1;1;0;0;7;Личные;4;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Забайкальский край;Фронт-офис;1;1;0;0;0
6692/PVU/00065/17;ПВУ СП;10;282;0,029257058593802;Физическое Лицо;0;Физическое Лицо;0;1;1;0,7;1;1;1;0;0;14;Личные;3;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Забайкальский край;Агенты и РБ;0;1;0;0;0
9592/PVU/00053/17;ПВУ СП;11;268;0,03945641134544;Физическое Лицо;0;Физическое Лицо;0;0,9;1;0,6;1;0;1;0;0;8;Личные;6;TOYOTA CAMRY;Легковой;0;0;0;Республика Дагестан;Агенты и РБ;1;1;0;2;0
3692/133/00188/17;Классика;17;254;0,024282841576242;Физическое Лицо;0;Физическое Лицо;0;1;1;1;1;0;1;0;0;16;Личные;4;MAZDA FAMILIA;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;2;0;1;0
4392/133/00414/17;Классика;3;268;0,10882579093113;Физическое Лицо;1;Физическое Лицо;1;0,8;1;1,8;1;0;1;0;0;8;Личные;3;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Свердловская область;Агенты и РБ;0;1;0;0;0
5644/PVU/00141/17;ПВУ СП;42;229;0,12055211149535;Физическое Лицо;0;Физическое Лицо;0;0,85;0,7;0,9;1;0;1;0;1;21;Личные;6;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;1;Новосибирская область;Агенты и РБ;0;1;0;0;0
3692/PVU/00084/17;ПВУ СП;26;196;0,024282841576242;Физическое Лицо;0;Физическое Лицо;0;1;1;1;1,7;0;1;0;0;9;Личные;4;RENAULT MEGANE;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;1;0;2;1
7523/PVU/00014/17;ПВУ СП;7;203;;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,8;1;0;1;0;0;8;Личные;6;TOYOTA RAV4;Легковой;0;0;1;Ханты-Мансийский автономный округ - Югра;Агенты и РБ;0;1;0;0;0
9492/PVU/00033/17;ПВУ СП;9;214;0,11667230345996;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,3;1;0;1;0;0;16;Личные;5;MERCEDES-BENZ E 220;Легковой;0;0;0;Республика Карелия;Агенты и РБ;0;1;0;0;0
6692/PVU/00062/17;ПВУ СП;28;179;0,029257058593802;Юридическое Лицо;0;Юридическое Лицо;0;0,9;1;0,7;1;1;1;0;0;4;Личные;3;ВАЗ 21074;Легковой;0;0;1;Забайкальский край;Агенты и РБ;0;1;0;0;0
7592/PVU/00195/17;ПВУ СП;57;138;0,10686773463798;Физическое Лицо;0;Физическое Лицо;0;1;1;1,1;1;0;1;0;0;9;Личные;5;FORD FUSION;Легковой;0;0;0;Тюменская область;Агенты и РБ;0;1;0;0;1
4392/PVU/00307/17;ПВУ СП;1;180;0,072320678732599;Физическое Лицо;0;Физическое Лицо;0;1;1;1,8;1;1;1;0;0;10;Личные;6;BMW 650;Легковой;0;0;0;Свердловская область;Фронт-офис;0;1;0;0;0
5692/PVU/00042/17;ПВУ СП;2;185;0,089052144592178;Физическое Лицо;0;Физическое Лицо;0;0,95;0,5;1,7;1;0;1;0;1;13;Личные;5;TOYOTA ALLION;Легковой;0;0;0;Новосибирская область;Агенты и РБ;1;1;0;0;0
9792/133/00133/17;Классика;4;175;0,057418517164649;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1;1;0;1;0;0;13;Личные;6;BMW X5;Легковой;1;0;0;Республика Башкортостан;Агенты и РБ;0;4;0;2;1
